Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
LC1F10029002,959319104,WESTERN REFINING INC,2530 ,91535.40 
LC1F10011002,959319104,WESTERN REFINING INC,6130 ,221783.40 
LC1F10029002,966387102,WHITING PETROLEUM CORP,4504 ,31392.88 
LC1F10029002,978097103,WOLVERINE WORLD WIDE INC,2934 ,76137.30 
LC1F10028002,98400J108,XCERRA CORP,3007 ,29769.30 
LC1F10011002,98936J101,ZENDESK INC,7370 ,199358.50 
LC1F40020002,989825104,ZURICH INSURANCE GROUP AG,8757 ,257438.29 
LC1F08139502,990066326,EB DV NSL EMERGING MARKETS SIF,70210 ,8493106.99 
LC1F08125202,999781354,EB DV MID CAP SIF,65400 ,28219755.21 
LC1F08139002,999F66050,EB DV NSL LCG SIF,81733 ,23376450.65 
LC1F08139102,999F66092,EB DV NSL LCV SIF,86374 ,21194533.97 
LC1F30019002,99VVBEF44,VICTORY TRIVALENT INTL,495051 ,5608531.31 
LC1F10011002,G0772R208,BANK OF NT BUTTERFIELD & SON L,850 ,28509.00 
LC1F10028002,G1190F107,BLUE CAPITAL REINSURANCE HOLDI,675 ,12960.00 
LC1F10011002,G4705A100,ICON PLC,4295 ,410043.65 
LC1F10026002,G5960L103,MEDTRONIC PLC,5250 ,451920.00 
LC1F10011002,G72800108,PROTHENA CORP PLC,2630 ,133393.60 
LC1F10029002,G84720104,STERIS PLC,1491 ,118176.66 
LC1F10029002,G9319H102,VALIDUS HOLDINGS LTD,1827 ,98237.79 
LC1F10026002,H1467J104,CHUBB LTD,2650 ,383852.50 
LC1F10029002,L9340P101,TRINSEO SA,2333 ,152578.20 
LC1F10011002,M75253100,ORBOTECH LTD,2500 ,90025.00 
LC1F10028002,M84116108,SILICOM LTD,1550 ,81359.50 
LC1F10011002,M85548101,STRATASYS LTD,600 ,16698.00 
LC1F10029002,M87915274,TOWER SEMICONDUCTOR LTD,3041 ,76998.12 
LC1F10011002,N47279109,INTERXION HOLDING NV,5230 ,233571.80 
LC1F10011002,N96617118,WRIGHT MEDICAL GROUP NV,7915 ,215683.75 
LC1F10011002,NABD8FF06,BANK OF NT BUTTERFIELD & SON L,4240 ,139835.20 
LC1F10028002,NABZ008L0,POLAR POWER INC,700 ,3633.00 
LC1F10028002,Y0017S102,AEGEAN MARINE PETROLEUM NETWOR,4100 ,20500.00 
LC1F20010002,00206RAM4,AT&T INC,140000 ,145016.20 
LC1F20010002,002824BE9,ABBOTT LABORATORIES,220000 ,224888.40 
LC1F20010002,00751YAC0,ADVANCE AUTO PARTS INC,300000 ,319863.00 
LC1F20010002,007989494,PIA MBS BOND FUND,47342 ,453533.13 
LC1F20010002,007989577,PIA BBB BOND FUND,76033 ,709389.63 
LC1F20010002,00846UAH4,AGILENT TECHNOLOGIES INC,280000 ,285980.80 
LC1F20010002,032095AC5,AMPHENOL CORP,300000 ,302952.00 
LC1F20010002,039483BL5,ARCHER-DANIELS-MIDLAND CO,220000 ,212121.80 
LC1F20010002,05531FAU7,BB&T CORP,270000 ,274932.90 
LC1F20010002,06406FAD5,BANK OF NEW YORK MELLON CORP/T,220000 ,213892.80 
LC1F20010002,097014AL8,BOEING CAPITAL CORP,240000 ,256713.60 
LC1F20010002,120568AX8,BUNGE LTD FINANCE CORP,220000 ,210848.00 
LC1F20010002,126650CJ7,CVS HEALTH CORP,280000 ,285474.00 
LC1F20010002,127387AL2,CADENCE DESIGN SYSTEMS INC,280000 ,291292.40 
LC1F20010002,172967FT3,CITIGROUP INC,160000 ,172281.60 
LC1F20010002,224399AS4,CRANE CO,170000 ,172238.90 
LC1F20010002,26442CAD6,DUKE ENERGY CAROLINAS LLC,280000 ,288400.00 
LC1F20010002,30161NAH4,EXELON CORP,280000 ,285182.80 
LC1F20010002,302491AS4,FMC CORP,300000 ,310815.00 
LC1F20010002,3128M4WH2,FHLMC   POOL #G0-3048,18222 ,20522.09 
LC1F20010002,3128M7E51,FHLMC   POOL #G0-5256,43238 ,45759.09 
LC1F20010002,3128M7PB6,FHLMC   POOL #G0-5518,21945 ,24097.79 
LC1F20010002,312934SB9,FHLMC   POOL #A8-7714,40001 ,42346.69 
LC1F20010002,3129413N5,FHLMC   POOL #A9-3505,58384 ,63272.95 
LC1F20010002,3135G0E33,FEDERAL NATL MTG ASSN,700000 ,698810.00 
LC1F20010002,3135G0MZ3,FEDERAL NATL MTG ASSN,1000000 ,999580.00 
LC1F20010002,3135G0PQ0,FEDERAL NATL MTG ASSN,700000 ,699398.00 
LC1F20010002,31371J7F5,FNMA    POOL #0253894,11324 ,12979.22 
LC1F20010002,3137EAEE5,FEDERAL HOME LN MTG CORP,600000 ,600426.00 
LC1F20010002,3137EAEF2,FEDERAL HOME LN MTG CORP,600000 ,597666.00 
LC1F20010002,31381AN80,FNMA    POOL #0455015,714 ,810.04 
LC1F20010002,31388UNB2,FNMA    POOL #0615186,14836 ,16528.64 
LC1F20010002,31414MDV5,FNMA    POOL #0970016,233195 ,265919.82 
LC1F20010002,31419GXM1,FNMA    POOL #0AE6083,10160 ,10779.25 
LC1F20010002,361448AQ6,GATX CORP,210000 ,219198.00 
LC1F20010002,38141GGQ1,GOLDMAN SACHS GROUP INC/THE,200000 ,220484.00 
LC1F20010002,391164AG5,GREAT PLAINS ENERGY INC,220000 ,222241.80 
LC1F20010002,46625HJD3,JPMORGAN CHASE & CO,210000 ,227421.60 
LC1F20010002,534187BF5,LINCOLN NATIONAL CORP,210000 ,211663.20 
LC1F20010002,585055BS4,MEDTRONIC INC,200000 ,208256.00 
LC1F20010002,59151KAK4,METHANEX CORP,280000 ,278989.20 
LC1F20010002,61166WAU5,MONSANTO CO,280000 ,283572.80 
LC1F20010002,615369AG0,MOODY'S CORP,220000 ,221966.80 
LC1F20010002,61945CAC7,MOSAIC CO/THE,270000 ,283988.70 
LC1F20010002,63946BAH3,NBCUNIVERSAL MEDIA LLC,270000 ,275354.10 
LC1F20010002,695156AQ2,PACKAGING CORP OF AMERICA,260000 ,282211.80 
LC1F20010002,70109HAL9,PARKER-HANNIFIN CORP,250000 ,258932.50 
LC1F30010002,741481105,T ROWE PR HIGH YIELD-INV,579329 ,3939437.80 
LC1F20010002,74340XAY7,PROLOGIS LP,220000 ,227794.60 
LC1F20010002,749685AS2,RPM INTERNATIONAL INC,260000 ,268512.40 
LC1F20010002,774341AJ0,ROCKWELL COLLINS INC,220000 ,223033.80 
LC1F20010002,78355HJX8,RYDER SYSTEM INC,280000 ,282338.00 
LC1F20010002,81721MAJ8,SENIOR HOUSING PROPERTIES TRUS,270000 ,273774.60 
LC1F20010002,82481LAB5,SHIRE ACQUISITIONS INVESTMENTS,220000 ,218418.20 
LC1F20010002,871829BB2,SYSCO CORP,190000 ,190186.20 
LC1F20010002,883203BT7,TEXTRON INC,280000 ,290987.20 
LC1F20010002,912828G20,U S TREASURY NOTE,100000 ,99895.00 
LC1F20010002,912828H37,U S TREASURY NOTE,400000 ,399280.00 
LC1F20010002,912828NT3,U S TREASURY NOTE,890000 ,921007.60 
LC1F20010002,912828P46,U S TREASURY NOTE,1610000 ,1539192.20 
LC1F20010002,912828S76,U S TREASURY NOTE,1410000 ,1378500.60 
LC1F20010002,912828SD3,U S TREASURY NOTE,460000 ,459802.20 
LC1F20010002,912828UN8,U S TREASURY NOTE,1550000 ,1560044.00 
LC1F20010002,912828W55,U S TREASURY NOTE,370000 ,372068.30 
LC1F20010002,92343VBQ6,VERIZON COMMUNICATIONS INC,210000 ,224899.50 
LC1F20010002,929160AT6,VULCAN MATERIALS CO,240000 ,245172.00 
LC1F20013002,957663503,WESTERN ASSET CORE PLUS BD-I,1848576 ,21739250.87 
LC1F30013002,99VVANF94,ABS S&P 500 INDEX FUND,40275234 ,40275233.56 
LC1F30016002,99VVAVEC0,AEW CORE PROP TRUST CLASS A,15053 ,14542099.33 
LC1F30016002,99VVAVED8,AEW CORE PROP TRUST CLASS B,389 ,375933.39 
NPSF40018002,999117898,MESIROW INSTITUTIONAL MULTI-,106045303 ,106045302.60 
NPSF40041002,99VVA2500,GROSVENOR ENHANCED LONG,49632081 ,49632081.00 
NPSF40041002,99VVA25Z3,GROSVENOR INSTITUTIONAL,52419373 ,52419373.00 
NPSF40031002,99VVAH6D8,ACL ALTERNATIVE FUND,193495 ,54354556.20 
NPSF40012002,99VVAZKW0,PRIVATE ADVISORS HEDGED EQTY,95022 ,104237203.97 
NPSF30011002,,DIVIDENDS RECEIVABLE RECLAIM,0 ,3693.57 
NPSF30018002,,INTEREST RECEIVABLE,0 ,121350.18 
NPSF30018002,,NON-BASE CURRENCY,0 ,698.71 
NPSF30018002,,FFX CONTRACTS RECEIVABLE,0 ,2823554.15 
NPSF30018002,,FOREIGN TAXES PAYABLE - INTEREST,0 ,(10338.64)
NPSF30018002,,FFX CONTRACTS RECEIVABLE,0 ,2606692.14 
NPSF30018002,,PAYABLE FOR FORWARD FOREIGN EXCHANGE CONTRACTS,0 ,(1231537.76)
NPSF30010002,,DIVIDENDS RECEIVABLE RECLAIM,0 ,241.19 
NPSF30011002,,DIVIDENDS RECEIVABLE RECLAIM,0 ,525.35 
NPSF30016002,,NON-BASE CURRENCY,0 ,0.01 
NPSF30018002,,NON-BASE CURRENCY,0 ,663850.66 
NPSF30018002,,NON-BASE CURRENCY - BROKER,0 ,463025.78 
NPSF30018002,,FFX CONTRACTS RECEIVABLE,0 ,620099.47 
NPSF30018002,,PAYABLE FOR FORWARD FOREIGN EXCHANGE CONTRACTS,0 ,(1485759.34)
NPSF30018002,,FFX CONTRACTS RECEIVABLE,0 ,282510.97 
NPSF30018002,,FFX CONTRACTS RECEIVABLE,0 ,1135615.81 
NPSF20015002,FJBDZZNG8,JAPAN TREASURY DISCOUNT BILL,200000000 ,1798337.07 
NPSF20015002,,INTEREST RECEIVABLE,0 ,(53.12)
NPSF30016002,,NON-BASE CURRENCY,0 ,5134.38 
NPSF30018002,,NON-BASE CURRENCY - BROKER,0 ,109591.14 
NPSF30018002,,PAYABLE FOR FORWARD FOREIGN EXCHANGE CONTRACTS,0 ,(4116005.36)
NPSF20015002,,PAYABLE FOR FORWARD FOREIGN EXCHANGE CONTRACTS,0 ,(1803821.80)
NPSF30018002,,INTEREST RECEIVABLE,0 ,129864.44 
NPSF30018002,,NON-BASE CURRENCY,0 ,267937.52 
NPSF30018002,,FFX CONTRACTS RECEIVABLE,0 ,2268715.07 
NPSF30018002,,PAYABLE FOR FORWARD FOREIGN EXCHANGE CONTRACTS,0 ,(1225817.27)
NPSF30018002,,PAYABLE FOR FORWARD FOREIGN EXCHANGE CONTRACTS,0 ,(1326733.26)
NPSF30016002,,NON-BASE CURRENCY,0 ,0.00 
NPSF30018002,,INTEREST RECEIVABLE RECLAIM,0 ,32482.59 
NPSF30016002,,NON-BASE CURRENCY,0 ,12393.58 
NPSF30018002,,FFX CONTRACTS RECEIVABLE,0 ,1175654.65 
NPSF30018002,,INTEREST RECEIVABLE,0 ,41077.48 
NPSF30018002,,NON-BASE CURRENCY,0 ,162715.48 
NPSF30018002,,FOREIGN TAXES PAYABLE - INTEREST,0 ,(10645.80)
NPSF30016002,,NON-BASE CURRENCY,0 ,0.00 
NPSF20012002,0018A2V78,ANZ NEW ZEALAND DISC,500000 ,493127.22 
NPSF20012002,05571BWL3,BPCE DISC,705000 ,693910.35 
NPSF20012002,05582WAR5,BNP PARIBAS NY BRH C/D,415000 ,415000.00 
NPSF20012002,05582WBS2,BNP PARIBAS NY BRH C/D,480000 ,480000.00 
NPSF20012002,06538M5E5,BANK OF TOKYO C/D,330000 ,330000.00 
NPSF20012002,06538M5V7,BANK OF TOKYO C/D,505000 ,505000.00 
NPSF20012002,21684BQ49,COOPERATIEVE CENTRAL INSTL C/D,515000 ,515000.00 
NPSF20012002,22536ER24,CREDIT IND ET CM NY INSTL C/D,530000 ,530000.00 
NPSF20012002,22549VHH9,CREDIT SUISSE NY INSTL C/D,327000 ,327000.00 
NPSF20012002,22549VKZ5,CREDIT SUISSE GROUP INSTL C/D,485000 ,485000.00 
NPSF20012002,22549VMH3,CREDIT SUISSE AG/NEW YORK NY,800000 ,800000.00 
NPSF20015002,50077LAF3,KRAFT HEINZ FOODS CO,201000 ,200873.37 
NPSF20012002,60682WT65,MITSUBISHI UFJ TR DISC,250000 ,247367.08 
NPSF20012002,60689DF81,MIZUHO BANK LTD INSTL C/D,360000 ,360000.00 
NPSF20012002,60689FVG0,MIZUHO BANK LTD DISC,330000 ,325520.25 
NPSF20012002,63873FQ68,NATIXIS NY BRH INSTL C/D,895000 ,895805.50 
NPSF20012002,63873FU55,NATIXIS NY BRH INSTL C/D,495000 ,495000.00 
NPSF20012002,65602UDZ8,NORINCHUKIN BK C/D,350000 ,350000.00 
NPSF20012002,83050FKE0,SKANDINAVISKA ENSK INSTL C/D,835000 ,835000.00 
NPSF20012002,83369YBR6,SOCIETE GENERALE NY C/D,900000 ,901233.00 
NPSF20012002,86563GUM2,SUMITOMO TR & BKG DISC,575000 ,564965.45 
NPSF20012002,86563YBZ5,SUMITOMO MITSUI BANKING CORP/N,735000 ,735000.00 
NPSF20012002,86563YEC3,SUMITOMO MITSUI BKG INSTL C/D,500000 ,500000.00 
NPSF20012002,86564EHD1,SUMITOMO MITSUI TRST C/D,685000 ,685000.00 
NPSF20012002,86564EHS8,SUMITOMO MITSUI TRUST BANK LIM,400000 ,400000.00 
NPSF20012002,87019UPK9,SWEDBANK (SPARBANK) C/D,510000 ,510000.00 
NPSF20012002,89113WGT7,TORONTO DOMINION BANK C/D,250000 ,250000.00 
NPSF20012002,89116EV91,TORONTO DOM HLDGS DISC,302000 ,298052.19 
NPSF20012002,90275DCF5,UBS AG STAMFORD BRH INSTL C/D,735000 ,735000.00 
NPSF20012002,90275DCQ1,UBS AG STAMFORD BRH INSTL C/D,815000 ,815000.00 
NPSF10033002,912796LE7,U S TREASURY BILL,9000 ,8982.82 
NPSF10013002,912796LE7,U S TREASURY BILL,17000 ,16967.56 
NPSF10014002,912796LE7,U S TREASURY BILL,55000 ,54895.03 
NPSF10034002,912796LE7,U S TREASURY BILL,9000 ,8982.82 
NPSF10013002,996087094,BNY MELLON CASH RESERVE,940047 ,940047.00 
NPSF10034002,996087094,BNY MELLON CASH RESERVE,829872 ,829872.00 
NPSF10033002,996087094,BNY MELLON CASH RESERVE,454373 ,454373.00 
NPSF30017002,996087094,BNY MELLON CASH RESERVE,0 ,0.01 
NPSF30015002,996229407,EB TEMP INV FD,5577183 ,5577183.35 
NPSF30017002,996229407,EB TEMP INV FD,7341934 ,7341933.56 
NPSF30018002,996229407,EB TEMP INV FD,29306896 ,29306896.31 
NPSF40019002,996229407,EB TEMP INV FD,4 ,3.97 
NPSF40023002,996229407,EB TEMP INV FD,12080 ,12079.83 
NPSF40028002,996229407,EB TEMP INV FD,9 ,8.56 
NPSF50010002,996229407,EB TEMP INV FD,141667057 ,141667056.84 
NPSF10037002,996229407,EB TEMP INV FD,4983209 ,4983209.26 
NPSF20011002,996229407,EB TEMP INV FD,4777723 ,4777722.69 
NPSF20012002,996229407,EB TEMP INV FD,12514913 ,12514913.47 
NPSF20015002,996229407,EB TEMP INV FD,8176224 ,8176224.45 
NPSF10034002,996229407,EB TEMP INV FD,153557 ,153557.24 
NPSF10035002,996229407,EB TEMP INV FD,4640318 ,4640317.97 
NPSF10033002,996229407,EB TEMP INV FD,64936 ,64936.06 
NPSF10030002,996229407,EB TEMP INV FD,3539088 ,3539087.72 
NPSF10019002,996229407,EB TEMP INV FD,2346363 ,2346363.42 
NPSF10014002,996229407,EB TEMP INV FD,523808 ,523808.13 
NPSF10018002,996229407,EB TEMP INV FD,2723494 ,2723494.23 
NPSF10013002,996229407,EB TEMP INV FD,216206 ,216206.02 
NPSF30018002,999F46250,CASH HELD AT BOA,730066 ,730066.14 
NPSF30018002,99VVAEU30,SLH PROXY LONG EXPOSURE,39963 ,16884.37 
NPSF30018002,99VVAG9R6,SWAP COLLATERAL WITH BANK OF,(397911),(397911.07)
NPSF40021002,99VVBFDP6,DREYFUS GOVERNMENT CASH MGMT,5389 ,5388.99 
NPSF08138902,,CASH,0 ,0.20 
NPSF10013002,,CASH,0 ,370667.56 
NPSF10014002,,CASH,0 ,0.39 
NPSF40030002,,CASH,0 ,2351530.00 
NPSF10018002,,CASH,0 ,0.27 
NPSF10016002,,CASH,0 ,(53.85)
NPSF40039002,,CASH,0 ,(115986.27)
NPSF40042002,,CASH,0 ,858212.97 
NPSF40047002,,CASH,0 ,(6.60)
NPSF50010002,,CASH,0 ,3.92 
NPSF10021002,,CASH,0 ,0.03 
NPSF40018002,,CASH,0 ,27.83 
NPSF40014002,,CASH,0 ,0.04 
NPSF30018002,,CASH,0 ,4320.12 
NPSF30017002,,CASH,0 ,1.08 
NPSF30016002,,CASH,0 ,1.01 
NPSF30015002,,CASH,0 ,(17695.91)
NPSF20012002,,CASH,0 ,0.17 
NPSF10033002,,CASH,0 ,607806.40 
NPSF20012002,,CASH - BROKER,0 ,25330.09 
NPSF10013002,,CASH - BROKER,0 ,(1949.23)
NPSF10014002,,CASH - BROKER,0 ,(1007.69)
NPSF10033002,,CASH - BROKER,0 ,(976.83)
NPSF10034002,,CASH - BROKER,0 ,(973.14)
NPSF30018002,,CASH - BROKER,0 ,461358.64 
NPSF20015002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,657640.41 
NPSF20012002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,5341831.18 
NPSF20011002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,899949.55 
NPSF10037002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,107733.85 
NPSF10035002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,1599462.09 
NPSF10033002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,1028815.48 
NPSF10019002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,468222.21 
NPSF10018002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,373407.48 
NPSF10014002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,504023.67 
NPSF10013002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,634737.33 
NPSF30018002,,RECEIVABLE FOR INVESTMENTS SOLD,0 ,15222273.46 
NPSF40038002,,RECEIVABLE FOR UNITS ISSUED,0 ,4714046.00 
NPSF50010002,,RECEIVABLE FOR UNITS ISSUED,0 ,20000000.00 
NPSF40040002,,RECEIVABLE FOR UNITS ISSUED,0 ,724202.04 
NPSF40046002,,RECEIVABLE FOR UNITS ISSUED,0 ,8550005.00 
NPSF40049002,,RECEIVABLE FOR UNITS ISSUED,0 ,20000000.00 
NPSF40018002,,RECEIVABLE FOR UNITS ISSUED,0 ,(101589923.70)
NPSF40037002,,RECEIVABLE FOR UNITS ISSUED,0 ,584499.16 
NPSF10019002,,DIVIDENDS RECEIVABLE,0 ,111212.88 
NPSF10018002,,DIVIDENDS RECEIVABLE,0 ,37129.15 
NPSF10014002,,DIVIDENDS RECEIVABLE,0 ,98355.09 
NPSF10013002,,DIVIDENDS RECEIVABLE,0 ,183882.33 
NPSF10030002,,DIVIDENDS RECEIVABLE,0 ,43874.82 
NPSF10033002,,DIVIDENDS RECEIVABLE,0 ,182251.86 
NPSF10034002,,DIVIDENDS RECEIVABLE,0 ,88808.62 
NPSF10035002,,DIVIDENDS RECEIVABLE,0 ,143529.44 
NPSF30015002,,DIVIDENDS RECEIVABLE,0 ,847645.49 
NPSF30017002,,DIVIDENDS RECEIVABLE,0 ,1204371.27 
NPSF30018002,,DIVIDENDS RECEIVABLE,0 ,43125.00 
NPSF10037002,,DIVIDENDS RECEIVABLE,0 ,63792.71 
NPSF40023002,,INTEREST RECEIVABLE,0 ,10.79 
NPSF40029002,,INTEREST RECEIVABLE,0 ,781.16 
NPSF50010002,,INTEREST RECEIVABLE,0 ,74264.04 
NPSF20011002,,INTEREST RECEIVABLE,0 ,1730691.22 
NPSF20012002,,INTEREST RECEIVABLE,0 ,966399.91 
NPSF20015002,,INTEREST RECEIVABLE,0 ,656450.33 
NPSF30015002,,INTEREST RECEIVABLE,0 ,4202.47 
NPSF30017002,,INTEREST RECEIVABLE,0 ,5053.62 
NPSF30018002,,INTEREST RECEIVABLE,0 ,1242162.98 
NPSF40011002,,INTEREST RECEIVABLE,0 ,2552.40 
NPSF40013002,,INTEREST RECEIVABLE,0 ,474.73 
NPSF40014002,,INTEREST RECEIVABLE,0 ,94.11 
NPSF40015002,,INTEREST RECEIVABLE,0 ,128.91 
NPSF10010002,,INTEREST RECEIVABLE,0 ,20.80 
NPSF10013002,,INTEREST RECEIVABLE,0 ,261.82 
NPSF10014002,,INTEREST RECEIVABLE,0 ,536.80 
NPSF10016002,,INTEREST RECEIVABLE,0 ,33.05 
NPSF10017002,,INTEREST RECEIVABLE,0 ,0.10 
NPSF10018002,,INTEREST RECEIVABLE,0 ,2977.41 
NPSF10019002,,INTEREST RECEIVABLE,0 ,2711.68 
NPSF10021002,,INTEREST RECEIVABLE,0 ,55.26 
NPSF10025002,,INTEREST RECEIVABLE,0 ,0.63 
NPSF10027002,,INTEREST RECEIVABLE,0 ,1.05 
NPSF10028002,,INTEREST RECEIVABLE,0 ,8.88 
NPSF10030002,,INTEREST RECEIVABLE,0 ,3005.46 
NPSF10033002,,INTEREST RECEIVABLE,0 ,84.08 
NPSF10034002,,INTEREST RECEIVABLE,0 ,137.18 
NPSF10035002,,INTEREST RECEIVABLE,0 ,4098.09 
NPSF10037002,,INTEREST RECEIVABLE,0 ,4147.94 
NPSF40018002,,INTEREST RECEIVABLE,0 ,36854.58 
NPSF10014002,,MISCELLANEOUS RECEIVABLES,0 ,77256.00 
NPSF10033002,,MISCELLANEOUS RECEIVABLES,0 ,145746.00 
NPSF10034002,,MISCELLANEOUS RECEIVABLES,0 ,131976.00 
NPSF30018002,,VAR MARGIN ON SWAPS,0 ,(254571.76)
NPSF20015002,,FFX CONTRACTS RECEIVABLE,0 ,1803812.00 
NPSF30018002,,FFX CONTRACTS RECEIVABLE,0 ,9367209.98 
NPSF10018002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(260454.14)
NPSF30018002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(47867112.71)
NPSF10013002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(1644261.43)
NPSF10014002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(580449.49)
NPSF10033002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(1374625.18)
NPSF10034002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(899083.37)
NPSF10037002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(194829.53)
NPSF20011002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(1495053.79)
NPSF20012002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(29604689.25)
NPSF20015002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(23285568.73)
NPSF30017002,,PAYABLE FOR INVESTMENTS PURCHASED,0 ,(2158184.72)
NPSF30018002,,PAYABLE FOR FORWARD FOREIGN EXCHANGE CONTRACTS,0 ,(10766769.72)
NPSF30018002,,INTEREST PAYABLE-SHORT SELL,0 ,(67743.35)
NPSF40028002,024898207,AMERICA CAPITAL CORP,656500 ,0.00 
NPSF30018002,949746804,WELLS FARGO & CO,2300 ,2911802.30 
NPSF10014002,000360206,AAON INC,6036 ,221823.00 
NPSF10014002,000361105,AAR CORP,4950 ,173002.50 
NPSF30017002,000375204,ABB LTD,171246 ,4320536.58 
NPSF10014002,000957100,ABM INDUSTRIES INC,8486 ,371941.38 
NPSF10013002,001084102,AGCO CORP,7552 ,493523.20 
NPSF10033002,001084102,AGCO CORP,12082 ,789558.70 
NPSF10035002,00130H105,AES CORP/VA,106300 ,1270285.00 
NPSF30015002,001317205,AIA GROUP LTD,192210 ,5456649.69 
NPSF10014002,001547108,AK STEEL HOLDING CORP,48107 ,290085.21 
NPSF10014002,00163U106,AMAG PHARMACEUTICALS INC,5144 ,92077.60 
NPSF10013002,00164V103,AMC NETWORKS INC,6339 ,341672.10 
NPSF10034002,00164V103,AMC NETWORKS INC,5172 ,278770.80 
NPSF10033002,00164V103,AMC NETWORKS INC,3579 ,192908.10 
NPSF10030002,001744101,AMN HEALTHCARE SERVICES INC,21945 ,813062.25 
NPSF10014002,001744101,AMN HEALTHCARE SERVICES INC,7272 ,269427.60 
NPSF10014002,00182C103,ANI PHARMACEUTICALS INC,1189 ,52577.58 
NPSF10014002,00215F107,ATN INTERNATIONAL INC,1597 ,104060.52 
NPSF10014002,002474104,AZZ INC,3965 ,219859.25 
NPSF10013002,002535300,AARON'S INC,7159 ,272829.49 
NPSF10033002,002535300,AARON'S INC,11572 ,441008.92 
NPSF10014002,002567105,ABAXIS INC,3495 ,172513.20 
NPSF10035002,00287Y109,ABBVIE INC,31400 ,2094694.00 
NPSF10014002,002896207,ABERCROMBIE & FITCH CO,10512 ,144540.00 
NPSF10034002,003654100,ABIOMED INC,5812 ,819492.00 
NPSF10013002,003654100,ABIOMED INC,4599 ,648459.00 
NPSF10034002,00404A109,ACADIA HEALTHCARE CO INC,2156 ,94303.44 
NPSF10013002,00404A109,ACADIA HEALTHCARE CO INC,8604 ,376338.96 
NPSF10033002,00404A109,ACADIA HEALTHCARE CO INC,11137 ,487132.38 
NPSF10030002,004225108,ACADIA PHARMACEUTICALS INC,14607 ,391759.74 
NPSF10014002,004239109,ACADIA REALTY TRUST,12880 ,352268.00 
NPSF10018002,00434H108,ACCELERON PHARMA INC,36940 ,1017697.00 
NPSF10014002,004446100,ACETO CORP,4509 ,65605.95 
NPSF10030002,004449104,ACHAOGEN INC,24793 ,527595.04 
NPSF10034002,004498101,ACI WORLDWIDE INC,7734 ,179119.44 
NPSF10033002,004498101,ACI WORLDWIDE INC,11302 ,261754.32 
NPSF10013002,004498101,ACI WORLDWIDE INC,13304 ,308120.64 
NPSF10018002,00461U105,ACLARIS THERAPEUTICS INC,40200 ,946710.00 
NPSF10014002,00484M106,ACORDA THERAPEUTICS INC,7126 ,104752.20 
NPSF10014002,00508X203,ACTUANT CORP,9041 ,240490.60 
NPSF10018002,005098108,ACUSHNET HOLDINGS CORP,49340 ,939927.00 
NPSF10034002,005125109,ACXIOM CORP,4898 ,129992.92 
NPSF10013002,005125109,ACXIOM CORP,8948 ,237479.92 
NPSF10033002,005125109,ACXIOM CORP,7805 ,207144.70 
NPSF10035002,00724F101,ADOBE SYSTEMS INC,22200 ,3138636.00 
NPSF10033002,00737L103,ADTALEM GLOBAL EDUCATION INC,10405 ,400072.25 
NPSF10013002,00737L103,ADTALEM GLOBAL EDUCATION INC,6502 ,250001.90 
NPSF10014002,00738A106,ADTRAN INC,7310 ,149124.00 
NPSF10033002,00766T100,AECOM,28450 ,934298.00 
NPSF10013002,00766T100,AECOM,17555 ,576506.20 
NPSF10014002,00770F104,AEGION CORP,5062 ,102657.36 
NPSF10037002,00770F104,AEGION CORP,24875 ,504465.00 
NPSF10014002,00773T101,ADVANSIX INC,4731 ,136205.49 
NPSF10014002,007800105,AEROJET ROCKETDYNE HOLDINGS IN,11418 ,250853.46 
NPSF10014002,007973100,ADVANCED ENERGY INDUSTRIES INC,6009 ,469362.99 
NPSF10014002,008073108,AEROVIRONMENT INC,3082 ,97637.76 
NPSF10014002,00847J105,AGILYSYS INC,2253 ,22642.65 
NPSF10030002,00847X104,AGIOS PHARMACEUTICALS INC,5500 ,266695.00 
NPSF10014002,008492100,AGREE REALTY CORP,4016 ,186422.72 
NPSF30015002,009126202,AIR LIQUIDE SA,133071 ,3281797.00 
NPSF10030002,009728106,AKORN INC,37859 ,1260704.70 
NPSF10013002,009728106,AKORN INC,10041 ,334365.30 
