Source Account Number,Mellon Security ID,Security Description 1,Shares/Par,Base Market Value
NPSF20012002,06051GGF0,BANK OF AMERICA CORP,"320,000.000","329,484.80"
NPSF20015002,06051GGL7,BANK OF AMERICA CORP,"570,000.000","582,768.00"
NPSF20015002,06051GGR4,BANK OF AMERICA CORP,"310,000.000","313,134.10"
NPSF30018002,06051GGR4,BANK OF AMERICA CORP,"300,000.000","303,033.00"
NPSF20012002,06051GGS2,BANK OF AMERICA CORP,"455,000.000","453,430.25"
NPSF20015002,06051GGT0,BANK OF AMERICA CORP,"370,000.000","368,076.00"
NPSF20012002,06051GGT0,BANK OF AMERICA CORP,"300,000.000","298,440.00"
LC1F10029002,062540109,BANK OF HAWAII CORP,"1,721.000","140,450.81"
NPSF10033002,062540109,BANK OF HAWAII CORP,"2,276.000","185,744.36"
NPSF10034002,062540109,BANK OF HAWAII CORP,"4,342.000","354,350.62"
NPSF10019002,062540109,BANK OF HAWAII CORP,"18,840.000","1,537,532.40"
NPSF10034002,063904106,BANK OF THE OZARKS INC,"17,509.000","816,269.58"
LC1F20010002,06406FAD5,BANK OF NEW YORK MELLON CORP/T,"220,000.000","214,401.00"
NPSF20012002,06406HCV9,BANK OF NEW YORK MELLON CORP/T,"230,000.000","239,377.10"
NPSF20012002,06406HDD8,BANK OF NEW YORK MELLON CORP/T,"170,000.000","172,359.60"
NPSF20015002,06406RAA5,BANK OF NEW YORK MELLON CORP/T,"270,000.000","271,846.80"
NPSF20012002,06406RAB3,BANK OF NEW YORK MELLON CORP/T,"407,000.000","417,183.14"
NPSF20012002,06406YAA0,BANK OF NEW YORK MELLON CORP/T,"70,000.000","69,755.70"
LC1F10028002,06424J103,BANK OF COMMERCE HOLDINGS,"2,000.000","24,000.00"
NPSF10037002,06424J103,BANK OF COMMERCE HOLDINGS,"26,325.000","315,900.00"
NPSF20015002,066836AB3,BAPTIST HEALTH SOUTH FLORIDA I,"270,000.000","287,736.30"
LC1F10028002,066849100,BAR HARBOR BANKSHARES,"1,162.000","35,127.26"
NPSF10037002,066849100,BAR HARBOR BANKSHARES,"14,650.000","442,869.50"
LC1F10029002,067806109,BARNES GROUP INC,"1,810.000","117,812.90"
NPSF10019002,067806109,BARNES GROUP INC,"18,190.000","1,183,987.10"
LC1F10028002,068463108,BARRETT BUSINESS SERVICES INC,"1,245.000","75,683.55"
NPSF10037002,068463108,BARRETT BUSINESS SERVICES INC,"17,065.000","1,037,381.35"
NPSF30018002,06849RAG7,BARRICK NORTH AMERICA FINANCE,"140,000.000","171,322.20"
NPSF20015002,07177MAD5,BAXALTA INC,"150,000.000","152,176.50"
LC1F10026002,071813109,BAXTER INTERNATIONAL INC,"8,300.000","535,101.00"
NPSF10035002,071813109,BAXTER INTERNATIONAL INC,"49,800.000","3,210,606.00"
NPSF40028002,07272M107,BAYCOM CORP,"61,826.936","1,162,346.40"
NPSF30015002,072730302,BAYER AG,"184,940.000","6,016,283.14"
NPSF30015002,072743305,BAYERISCHE MOTOREN WERKE AG,"55,440.000","1,883,740.32"
NPSF20012002,07274EAF0,BAYER US FINANCE LLC 144A,"200,000.000","203,718.00"
NPSF10030002,073685109,BEACON ROOFING SUPPLY INC,"17,998.000","997,269.18"
NPSF30018002,073685AD1,BEACON ESCROW CORP 144A,"50,000.000","50,610.00"
NPSF20015002,07384MTH5,BEAR STEARNS ARM TRUST 2 1 1A1,"431,842.830","420,947.44"
NPSF20012002,07384MY48,BEAR STEARNS ARM TRUST 20 7 4A,"1,258.458","1,255.24"
NPSF30018002,07384YCV6,BEAR STEARNS ASSET BACKED 1 2A,"557,179.111","545,573.07"
NPSF20015002,073877AC6,BEAR STEARNS ASSET BAC SD1 1A3,"3,902.310","3,902.58"
NPSF20012002,07388RAE7,BEAR STEARNS COMMERCIA PW15 A4,0.020,0.02
NPSF20015002,073902RU4,BEAR STEARNS COS LLC/THE,"500,000.000","506,820.00"
NPSF20012002,07401AAA5,BEAR STEARNS MORTGAGE AR2 1A1,"199,904.396","179,104.34"
NPSF30018002,075887BF5,BECTON DICKINSON AND CO,"56,000.000","57,552.32"
NPSF30018002,075887BG3,BECTON DICKINSON AND CO,"40,000.000","42,028.00"
NPSF30018002,075887BV0,BECTON DICKINSON AND CO,"270,000.000","272,246.40"
NPSF10033002,075896100,BED BATH & BEYOND INC,"25,449.000","506,435.10"
LC1F10028002,077347300,BEL FUSE INC,"1,675.000","54,186.25"
NPSF10037002,077347300,BEL FUSE INC,"22,400.000","724,640.00"
NPSF10033002,077454106,BELDEN INC,"3,724.000","297,584.84"
NPSF10034002,077454106,BELDEN INC,"3,073.000","245,563.43"
NPSF10033002,081437105,BEMIS CO INC,"16,104.000","725,002.08"
NPSF10033002,084423102,WR BERKLEY CORP,"16,985.000","1,164,831.30"
NPSF20012002,084659AD3,BERKSHIRE HATHAWAY ENERGY CO,"20,000.000","20,772.20"
NPSF20015002,084664BU4,BERKSHIRE HATHAWAY FINANCE COR,"175,000.000","194,853.75"
NPSF20012002,084670BR8,BERKSHIRE HATHAWAY INC,"25,000.000","25,348.00"
NPSF20012002,084670BS6,BERKSHIRE HATHAWAY INC,"20,000.000","20,246.00"
NPSF20011002,085790BA0,BERRY GLOBAL INC,"190,000.000","201,162.50"
NPSF30018002,08579JAT9,BERRY PLASTICS 8/17 COV-LITE,"189,644.070","190,461.44"
LC1F10029002,08579W103,BERRY GLOBAL GROUP INC,"4,341.000","258,072.45"
LC1F10011002,08579W103,BERRY GLOBAL GROUP INC,"6,480.000","385,236.00"
NPSF10018002,08579W103,BERRY GLOBAL GROUP INC,"38,710.000","2,301,309.50"
NPSF10019002,08579W103,BERRY GLOBAL GROUP INC,"47,396.000","2,817,692.20"
NPSF30018002,08860HAA2,BHARTI AIRTEL LTD 144A,"200,000.000","204,672.00"
NPSF10033002,089302103,BIG LOTS INC,"7,794.000","399,910.14"
NPSF20011002,08949LAA8,BIG RIVER STEEL LLC / BRS 144A,"245,000.000","262,762.50"
NPSF10033002,090572207,BIO-RAD LABORATORIES INC,"1,809.000","397,600.11"
NPSF10034002,090572207,BIO-RAD LABORATORIES INC,"1,433.000","314,959.07"
NPSF10030002,090672106,BIOTELEMETRY INC,"21,864.000","635,149.20"
NPSF10034002,09073M104,BIO-TECHNE CORP,"5,434.000","711,962.68"
NPSF10034002,09075E100,BIOVERATIV INC,"15,600.000","881,400.00"
LC1F10028002,091826107,BLACK BOX CORP,"7,015.000","21,746.50"
NPSF10037002,091826107,BLACK BOX CORP,"96,150.000","298,065.00"
LC1F10029002,092113109,BLACK HILLS CORP,"1,774.000","115,771.24"
NPSF10019002,092113109,BLACK HILLS CORP,"18,617.000","1,214,945.42"
NPSF10034002,092113109,BLACK HILLS CORP,"4,664.000","304,372.64"
NPSF10033002,092113109,BLACK HILLS CORP,"3,764.000","245,638.64"
NPSF20012002,092113AM1,BLACK HILLS CORP,"20,000.000","19,639.40"
NPSF10034002,09227Q100,BLACKBAUD INC,"6,994.000","708,492.20"
NPSF20011002,095370AB8,BLUE CUBE SPINCO INC,"525,000.000","623,437.50"
LC1F20010002,097014AL8,BOEING CAPITAL CORP,"240,000.000","253,252.80"
NPSF20011002,097751AV3,BOMBARDIER INC 144A,"120,000.000","128,700.00"
NPSF20011002,097751BM2,BOMBARDIER INC 144A,"440,000.000","454,300.00"
NPSF20011002,097751BP5,BOMBARDIER INC 144A,"320,000.000","356,000.00"
NPSF10033002,100557107,BOSTON BEER CO INC/THE,709.000,"126,237.45"
NPSF10034002,100557107,BOSTON BEER CO INC/THE,727.000,"129,442.35"
LC1F10029002,101119105,BOSTON PRIVATE FINANCIAL HOLDI,"5,810.000","92,379.00"
NPSF10019002,101119105,BOSTON PRIVATE FINANCIAL HOLDI,"61,137.000","972,078.30"
NPSF20015002,10112RAR5,BOSTON PROPERTIES LP,"450,000.000","490,527.00"
LC1F10011002,101388106,BOTTOMLINE TECHNOLOGIES DE INC,"4,840.000","157,590.40"
NPSF10018002,101388106,BOTTOMLINE TECHNOLOGIES DE INC,"28,910.000","941,309.60"
NPSF10030002,103304101,BOYD GAMING CORP,"24,854.000","726,482.42"
LC1F10029002,105368203,BRANDYWINE REALTY TRUST,"6,960.000","121,730.40"
NPSF10019002,105368203,BRANDYWINE REALTY TRUST,"76,004.000","1,329,309.96"
NPSF30018002,105756BR0,BRAZILIAN GOVERNMENT INTERNATI,"830,000.000","841,205.00"
LC1F10011002,109194100,BRIGHT HORIZONS FAMILY SOLUTIO,"2,830.000","244,229.00"
NPSF10018002,109194100,BRIGHT HORIZONS FAMILY SOLUTIO,"16,875.000","1,456,312.50"
NPSF30018002,10922NAD5,BRIGHTHOUSE FINANCIAL INC 144A,"230,000.000","227,711.50"
NPSF10034002,109641100,BRINKER INTERNATIONAL INC,"6,973.000","214,210.56"
NPSF10033002,109696104,BRINK'S CO/THE,"8,953.000","681,323.30"
NPSF10030002,109696104,BRINK'S CO/THE,"14,007.000","1,065,932.70"
NPSF20012002,110122BB3,BRISTOL-MYERS SQUIBB CO,"40,000.000","41,022.00"
LC1F10011002,11133B409,BROADSOFT INC,"2,220.000","121,767.00"
NPSF10018002,11133B409,BROADSOFT INC,"13,250.000","726,762.50"
NPSF10030002,11133B409,BROADSOFT INC,"24,153.000","1,324,792.05"
NPSF10034002,11133T103,BROADRIDGE FINANCIAL SOLUTIONS,"16,955.000","1,456,773.60"
NPSF20012002,11134LAC3,BROADCOM CORP / BROADCOM 144A,"120,000.000","121,663.20"
NPSF20012002,11134LAE9,BROADCOM CORP / BROADCOM 144A,"110,000.000","113,611.30"
LC1F10029002,111621306,BROCADE COMMUNICATIONS SYSTEMS,"2,279.000","26,550.35"
NPSF10019002,111621306,BROCADE COMMUNICATIONS SYSTEMS,"23,804.000","277,316.60"
NPSF10034002,111621306,BROCADE COMMUNICATIONS SYSTEMS,"39,127.000","455,829.55"
NPSF10033002,111621306,BROCADE COMMUNICATIONS SYSTEMS,"25,506.000","297,144.90"
NPSF10034002,115236101,BROWN & BROWN INC,"16,729.000","833,773.36"
NPSF10033002,117043109,BRUNSWICK CORP/DE,"15,731.000","796,775.15"
NPSF10034002,119848109,BUFFALO WILD WINGS INC,"2,241.000","264,886.20"
LC1F20010002,120568AX8,BUNGE LTD FINANCE CORP,"220,000.000","213,492.40"
NPSF20012002,12189LAV3,BURLINGTON NORTHERN SANTA FE L,"15,000.000","15,180.15"
NPSF20015002,12189LAW1,BURLINGTON NORTHERN SANTA FE L,"100,000.000","106,460.00"
NPSF20011002,1248EPBD4,CCO HOLDINGS LLC / CCO HOLDING,"260,000.000","269,425.00"
NPSF20011002,1248EPBM4,CCO HOLDINGS LLC / CCO HO 144A,"675,000.000","705,712.50"
NPSF10034002,12508E101,CDK GLOBAL INC,"19,183.000","1,219,271.48"
NPSF20012002,125094AD4,CDP FINANCIAL INC 144A,"545,000.000","571,585.10"
LC1F10028002,125141101,CECO ENVIRONMENTAL CORP,"7,250.000","63,582.50"
NPSF10037002,125141101,CECO ENVIRONMENTAL CORP,"99,500.000","872,615.00"
NPSF20012002,125354AA8,CGRBS COMMERCIAL M VN05 A 144A,"360,000.000","369,547.20"
NPSF20012002,125509BU2,CIGNA CORP,"30,000.000","30,233.70"
NPSF20015002,125509BV0,CIGNA CORP,"275,000.000","268,130.50"
NPSF20011002,125581GN2,CIT GROUP INC,"215,000.000","230,587.50"
LC1F40020002,12562Y100,CK HUTCHISON HOLDINGS LTD,"17,967.000","228,001.23"
NPSF30017002,12562Y100,CK HUTCHISON HOLDINGS LTD,"205,181.000","2,603,746.89"
NPSF20012002,125896BP4,CMS ENERGY CORP,"140,000.000","143,326.40"
NPSF20012002,12592FAA3,COMM 2014-277P MOR 277P A 144A,"330,000.000","345,011.70"
NPSF20015002,12592FAA3,COMM 2014-277P MOR 277P A 144A,"130,000.000","135,913.70"
NPSF30018002,12592GBJ1,COMM 2014-CCRE19 MORTGA CR19 C,"260,000.000","266,819.80"
NPSF20012002,12592TAA3,COMM 2015-3BP MORTG 3BP A 144A,"430,000.000","435,387.90"
NPSF30018002,12593GAE2,COMM 2015-PC1 MORTGAGE PC1 A4,"160,000.000","166,592.00"
NPSF20012002,12594DAD0,CNH EQUIPMENT TRUST 2016- B A3,"140,000.000","139,689.20"
NPSF20012002,12595HAA6,COMM 2017-PANW MOR PANW A 144A,"750,000.000","757,491.72"
LC1F10028002,12618T105,CRA INTERNATIONAL INC,"1,525.000","64,446.50"
NPSF10037002,12618T105,CRA INTERNATIONAL INC,"21,000.000","887,460.00"
NPSF10033002,12621E103,CNO FINANCIAL GROUP INC,"29,976.000","718,524.72"
NPSF30018002,12624PAF2,COMMERCIAL MORTGAGE PAS CR3 XA,"1,875,413.080","143,937.95"
NPSF30018002,12624XAP3,COMM 2013-CCRE6 MOR CR6 B 144A,"253,000.000","253,346.61"
NPSF20015002,12625CAC7,COMM 2013-WWP MORT WWP A2 144A,"150,000.000","156,238.50"
NPSF20012002,12625XAA5,COMM 2013-300P MO 300P A1 144A,"260,000.000","281,517.60"
NPSF20015002,12625XAA5,COMM 2013-300P MO 300P A1 144A,"125,000.000","135,345.00"
NPSF30018002,126281BD5,CSAIL 2015-C1 COMMERCIAL C1 AS,"1,040,000.000","1,076,108.80"
NPSF30018002,12630DAE4,COMMERCIAL MORTGAG CR14 D 144A,"657,000.000","611,351.64"
NPSF30018002,12634MAB6,CNOOC FINANCE 2015 USA LLC,"470,000.000","479,343.60"
NPSF20015002,12635WAA5,COMM 2016-787S MOR 787S A 144A,"135,000.000","138,545.10"
NPSF20012002,12637BAD3,CNH EQUIPMENT TRUST 2017- B A3,"960,000.000","957,321.60"
NPSF30015002,12637N204,CSL LTD,"32,140.000","1,711,840.68"
NPSF30018002,12637UAG4,CSAIL 2016-C7 COMMER C7 D 144A,"370,000.000","279,531.30"
NPSF30018002,12651GAA9,CSMC TRUST 2016-BD BDWN A 144A,"430,000.000","432,150.00"
NPSF20011002,12652AAA1,CRC ESCROW ISSUER LLC / C 144A,"355,000.000","357,325.25"
LC1F20010002,126650CJ7,CVS HEALTH CORP,"280,000.000","283,329.20"
NPSF30018002,126650CL2,CVS HEALTH CORP,"89,000.000","91,530.27"
NPSF30018002,126650CN8,CVS HEALTH CORP,"300,000.000","335,229.00"
NPSF20012002,126650CU2,CVS HEALTH CORP,"100,000.000","95,245.00"
NPSF30018002,1266716C5,CWABS INC ASSET-BACKED CE 5 2A,"1,743,030.035","1,716,100.22"
NPSF30018002,12668WAD9,COUNTRYWIDE ASSET-BACKED 4 A4W,"599,518.470","584,542.50"
LC1F20010002,12673P105,CA INC,8.000,259.04
NPSF20012002,126802CR6,CABELA'S CREDIT CAR 2A A2 144A,"500,000.000","502,015.00"
NPSF20012002,126802DH7,CABELA'S CREDIT CARD MAST 2 A1,"580,000.000","581,183.20"
LC1F10029002,12685J105,CABLE ONE INC,106.000,"75,239.86"
NPSF10019002,12685J105,CABLE ONE INC,"1,067.000","757,367.27"
NPSF10034002,12685J105,CABLE ONE INC,682.000,"484,090.42"
NPSF10030002,12685J105,CABLE ONE INC,"2,018.000","1,432,396.58"
NPSF20011002,12686CBA6,CABLEVISION SYSTEMS CORP,"245,000.000","271,337.50"
NPSF10033002,127055101,CABOT CORP,"11,038.000","672,876.48"
LC1F20010002,127387AL2,CADENCE DESIGN SYSTEMS INC,"280,000.000","291,869.20"
NPSF20011002,12768XAA2,CAESARS ENTERTAINMENT RESORT P,"155,000.000","158,487.50"
NPSF10033002,128195104,CALATLANTIC GROUP INC,"13,414.000","661,846.76"
NPSF20011002,128195AP9,CALATLANTIC GROUP INC,"240,000.000","252,300.00"
NPSF20015002,13032UFP8,CALIFORNIA ST HLTH FACS FING A,"210,000.000","217,824.60"
NPSF20015002,13063BFV9,CALIFORNIA ST,"375,000.000","423,067.50"
NPSF10033002,13123X102,CALLON PETROLEUM CO,"18,143.000","201,205.87"
NPSF10034002,13123X102,CALLON PETROLEUM CO,"14,356.000","159,208.04"
NPSF20011002,13123XAT9,CALLON PETROLEUM CO,"150,000.000","156,000.00"
NPSF20011002,131347CF1,CALPINE CORP,"365,000.000","346,750.00"
NPSF10030002,132011107,CAMBREX CORP,"16,993.000","734,947.25"
LC1F10011002,133131102,CAMDEN PROPERTY TRUST,"2,190.000","199,815.60"
NPSF10034002,133131102,CAMDEN PROPERTY TRUST,"7,053.000","643,515.72"
NPSF10033002,133131102,CAMDEN PROPERTY TRUST,"7,704.000","702,912.96"
NPSF10018002,133131102,CAMDEN PROPERTY TRUST,"13,090.000","1,194,331.60"
NPSF10034002,136069101,CANADIAN IMPERIAL BANK OF COMM,0.273,24.04
NPSF30015002,136375102,CANADIAN NATIONAL RAILWAY CO,"40,280.000","3,242,137.20"
NPSF20015002,136385AX9,CANADIAN NATURAL RESOURCES LTD,"73,000.000","74,532.27"
LC1F40020002,138006309,CANON INC,"8,695.000","328,236.25"
NPSF30017002,138006309,CANON INC,"92,426.000","3,489,081.50"
LC1F10011002,138098108,CANTEL MEDICAL CORP,"1,440.000","141,235.20"
NPSF10018002,138098108,CANTEL MEDICAL CORP,"8,670.000","850,353.60"
LC1F10026002,14040H105,CAPITAL ONE FINANCIAL CORP,"4,200.000","387,156.00"
NPSF10035002,14040H105,CAPITAL ONE FINANCIAL CORP,"22,700.000","2,092,486.00"
NPSF20012002,14040HBJ3,CAPITAL ONE FINANCIAL CORP,"200,000.000","206,210.00"
NPSF20012002,14040HBK0,CAPITAL ONE FINANCIAL CORP,"130,000.000","129,274.60"
NPSF20012002,14041NFF3,CAPITAL ONE MULTI-ASSET A4 A4,"535,000.000","529,971.00"
NPSF20012002,14042E3Y4,CAPITAL ONE NA/MCLEAN VA,"510,000.000","516,186.30"
NPSF20012002,14042RFH9,CAPITAL ONE NA/MCLEAN VA,"300,000.000","300,342.00"
NPSF30018002,14149YBF4,CARDINAL HEALTH INC,"80,000.000","79,353.60"
NPSF30018002,14149YBH0,CARDINAL HEALTH INC,"100,000.000","99,338.00"
LC1F10011002,14159U301,CARDIOME PHARMA CORP,"37,590.000","66,158.40"
NPSF10018002,14159U301,CARDIOME PHARMA CORP,"227,300.000","400,048.00"
NPSF20011002,14161TAA0,CARDTRONICS INC / CARDTRO 144A,"330,000.000","328,350.00"
NPSF20011002,14162VAB2,SABRA HEALTH CARE LP,"340,000.000","347,888.00"
NPSF10030002,14174T107,CARETRUST REIT INC,"70,902.000","1,340,047.80"
NPSF10034002,142339100,CARLISLE COS INC,"9,113.000","1,000,880.79"
NPSF10033002,144285103,CARPENTER TECHNOLOGY CORP,"8,299.000","413,207.21"
NPSF10033002,14575E105,CARS.COM INC,"12,582.000","299,703.24"
NPSF10034002,146229109,CARTER'S INC,"6,962.000","673,434.26"
NPSF10033002,147528103,CASEY'S GENERAL STORES INC,"6,782.000","777,013.74"
LC1F10029002,148806102,CATALENT INC,"1,272.000","54,174.48"
NPSF10019002,148806102,CATALENT INC,"13,382.000","569,939.38"
NPSF10033002,148806102,CATALENT INC,"13,516.000","575,646.44"
NPSF10034002,148806102,CATALENT INC,"7,943.000","338,292.37"
NPSF10033002,149150104,CATHAY GENERAL BANCORP,"13,473.000","563,171.40"
LC1F10011002,14964U108,CAVIUM INC,"3,590.000","247,674.10"
NPSF10018002,14964U108,CAVIUM INC,"21,470.000","1,481,215.30"
NPSF20012002,14987BAE3,CC HOLDINGS GS V LLC / CROWN C,"258,000.000","268,005.24"
NPSF20015002,151020AS3,CELGENE CORP,"100,000.000","103,972.00"
NPSF30018002,151020AS3,CELGENE CORP,"200,000.000","207,944.00"
NPSF20015002,151020AU8,CELGENE CORP,"225,000.000","247,756.50"
NPSF30018002,151020AU8,CELGENE CORP,"120,000.000","132,136.80"
NPSF30018002,15135BAD3,CENTENE CORP,"70,000.000","73,325.00"
NPSF20011002,15135BAF8,CENTENE CORP,"560,000.000","581,000.00"
NPSF20011002,15135BAH4,CENTENE CORP,"260,000.000","279,500.00"
NPSF20015002,15189WAC4,CENTERPOINT ENERGY RESOURCES C,"600,000.000","600,000.00"
NPSF20015002,152314HA1,CENTEX HOME EQUITY LOAN B AF5,"600,000.000","583,878.00"
NPSF20015002,152314PN4,CENTEX HOME EQUITY LOAN T D M2,"592,891.540","593,952.82"
LC1F10028002,156492100,CENTURY CASINOS INC,"3,900.000","32,175.00"
NPSF10037002,156492100,CENTURY CASINOS INC,"53,550.000","441,787.50"
NPSF20011002,156504AB8,CENTURY COMMUNITIES INC,"445,000.000","466,960.75"
NPSF20011002,156504AF9,CENTURY COMMUNITIES INC 144A,"405,000.000","409,045.95"
NPSF20011002,156700AX4,CENTURYLINK INC,"375,000.000","390,093.75"
NPSF30018002,15670BAB8,CENTURYLINK 5/17 COV-LITE TLB,"270,000.000","266,400.90"
NPSF20011002,15672JAA1,CEQUEL COMMUNICATIONS HOL 144A,"145,000.000","147,917.40"
NPSF10034002,159864107,CHARLES RIVER LABORATORIES INT,"4,293.000","499,232.97"
NPSF10033002,159864107,CHARLES RIVER LABORATORIES INT,"3,187.000","370,616.23"
NPSF10030002,159864107,CHARLES RIVER LABORATORIES INT,"13,102.000","1,523,631.58"
NPSF20015002,161175AY0,CHARTER COMMUNICATIONS OPERATI,"335,000.000","356,379.70"
NPSF30018002,161175AZ7,CHARTER COMMUNICATIONS OPERATI,"30,000.000","34,574.40"
NPSF20015002,161175BA1,CHARTER COMMUNICATIONS OPERATI,"100,000.000","114,503.00"
NPSF20012002,161175BB9,CHARTER COMMUNICATIONS OPERATI,"100,000.000","105,607.00"
NPSF20012002,161175BE3,CHARTER COMMUNICATIONS OP 144A,"260,000.000","251,425.20"
NPSF30018002,161175BG8,CHARTER COMMUNICATIONS OP 144A,"140,000.000","138,566.40"
NPSF30018002,16117LBL2,CHARTER COMM OPERATING 12/16,"227,117.800","228,739.42"
NPSF20012002,161571HF4,CHASE ISSUANCE TRUST A5 A5,"500,000.000","496,530.00"
LC1F10029002,163072101,CHEESECAKE FACTORY INC/THE,"1,595.000","71,360.30"
NPSF10019002,163072101,CHEESECAKE FACTORY INC/THE,"16,012.000","716,376.88"
NPSF10034002,163072101,CHEESECAKE FACTORY INC/THE,"6,322.000","282,846.28"
LC1F10011002,163092109,CHEGG INC,"6,380.000","98,953.80"
NPSF10018002,163092109,CHEGG INC,"38,150.000","591,706.50"
NPSF10030002,16359R103,CHEMED CORP,"6,252.000","1,396,884.36"
NPSF10034002,163731102,CHEMICAL FINANCIAL CORP,"6,516.000","343,328.04"
NPSF10033002,163731102,CHEMICAL FINANCIAL CORP,"4,628.000","243,849.32"
NPSF10034002,163851108,CHEMOURS CO/THE,"14,380.000","814,051.80"
NPSF10033002,163851108,CHEMOURS CO/THE,"15,075.000","853,395.75"
NPSF20011002,163851AD0,CHEMOURS CO/THE,"585,000.000","652,275.00"
NPSF20011002,16412XAD7,CHENIERE CORPUS CHRISTI HOLDIN,"595,000.000","679,043.75"
NPSF30018002,16412XAE5,CHENIERE CORPUS CHRISTI H 144A,"90,000.000","92,812.50"
NPSF20011002,16412XAE5,CHENIERE CORPUS CHRISTI H 144A,"335,000.000","345,468.75"
NPSF30018002,165167CM7,CHESAPEAKE ENERGY CORP,"200,000.000","198,000.00"
NPSF30018002,165167CN5,CHESAPEAKE ENERGY CORP,"130,000.000","120,250.00"
NPSF20012002,166764BG4,CHEVRON CORP,"70,000.000","69,969.20"
NPSF20012002,166764BL3,CHEVRON CORP,"70,000.000","70,143.50"
NPSF30018002,166764BL3,CHEVRON CORP,"270,000.000","270,553.50"
NPSF20012002,166764BT6,CHEVRON CORP,"150,000.000","152,266.50"
NPSF30018002,168137AG2,CHICAGO SKYSCRAPER SKY B 144A,"260,000.000","260,335.40"
NPSF30018002,168863BW7,CHILE GOVERNMENT INTERNATIONAL,"210,000.000","215,775.00"
LC1F40020002,16941M109,CHINA MOBILE LTD,"5,832.000","294,224.40"
NPSF30017002,16941M109,CHINA MOBILE LTD,"68,705.000","3,466,167.25"
LC1F10029002,169905106,CHOICE HOTELS INTERNATIONAL IN,"1,506.000","105,043.50"
NPSF10019002,169905106,CHOICE HOTELS INTERNATIONAL IN,"15,139.000","1,055,945.25"
NPSF10034002,171484108,CHURCHILL DOWNS INC,"1,882.000","392,491.10"
LC1F10011002,171779309,CIENA CORP,"9,400.000","199,938.00"
NPSF10033002,171779309,CIENA CORP,"25,150.000","534,940.50"
NPSF10018002,171779309,CIENA CORP,"56,010.000","1,191,332.70"
NPSF20012002,171798AC5,CIMAREX ENERGY CO,"234,000.000","249,425.28"
NPSF20012002,171798AD3,CIMAREX ENERGY CO,"120,000.000","123,663.60"
NPSF20011002,171871AP1,CINCINNATI BELL INC 144A,"1,000,000.000","997,500.00"
LC1F10029002,17243V102,CINEMARK HOLDINGS INC,"1,910.000","69,409.40"
NPSF10033002,17243V102,CINEMARK HOLDINGS INC,"8,023.000","291,555.82"
NPSF10034002,17243V102,CINEMARK HOLDINGS INC,"8,782.000","319,137.88"
NPSF10019002,17243V102,CINEMARK HOLDINGS INC,"20,096.000","730,288.64"
NPSF30018002,17252MAM2,CINTAS CORP NO 2,"110,000.000","111,710.50"
NPSF30018002,17252MAN0,CINTAS CORP NO 2,"120,000.000","125,078.40"
LC1F10029002,172755100,CIRRUS LOGIC INC,"1,361.000","76,216.00"
NPSF10030002,172755100,CIRRUS LOGIC INC,"19,817.000","1,109,752.00"
NPSF10019002,172755100,CIRRUS LOGIC INC,"13,664.000","765,184.00"
NPSF10034002,172755100,CIRRUS LOGIC INC,"9,284.000","519,904.00"
NPSF20012002,17275RBH4,CISCO SYSTEMS INC,"30,000.000","29,508.30"
NPSF20015002,17284LAA2,CIT EDUCATION LOAN TR 1 A 144A,"200,775.010","188,929.28"
NPSF30018002,172967EW7,CITIGROUP INC,"111,000.000","174,361.02"
LC1F20010002,172967FT3,CITIGROUP INC,"160,000.000","171,451.20"
NPSF30018002,172967HB0,CITIGROUP INC,"840,000.000","948,074.40"
NPSF30018002,172967HS3,CITIGROUP INC,"340,000.000","398,728.20"
NPSF30018002,172967JC6,CITIGROUP INC,"60,000.000","62,809.20"
NPSF30018002,172967JM4,CITIGROUP INC,"430,000.000","470,467.30"
NPSF30018002,172967JT9,CITIGROUP INC,"280,000.000","295,870.40"
NPSF30018002,172967JU6,CITIGROUP INC,"42,000.000","46,663.68"
NPSF30018002,172967KA8,CITIGROUP INC,"700,000.000","738,682.00"
NPSF30018002,172967KR1,CITIGROUP INC,"30,000.000","32,565.30"
NPSF20015002,172967LM1,CITIGROUP INC,"1,500,000.000","1,498,695.00"
NPSF20011002,17302XAJ5,CITGO PETROLEUM CORP 144A,"165,000.000","169,537.50"
NPSF30018002,17320QAA7,CITIGROUP COMMERCI 375P A 144A,"250,000.000","256,800.00"
NPSF20015002,17320QAA7,CITIGROUP COMMERCI 375P A 144A,"135,000.000","138,672.00"
NPSF30018002,17323CAG2,CITIGROUP COMMERCIAL M GC27 XA,"3,549,562.640","275,517.05"
NPSF30018002,17323CAJ6,CITIGROUP COMMERCIAL M GC27 AS,"330,000.000","334,299.90"
NPSF20015002,17325FAE8,CITIBANK NA,"1,245,000.000","1,244,253.00"
NPSF30018002,17326FAD9,CITIGROUP COMMERCIAL MOR C4 A4,"660,000.000","679,760.73"
NPSF20012002,174610AN5,CITIZENS FINANCIAL GROUP INC,"75,000.000","74,405.25"
NPSF10033002,184496107,CLEAN HARBORS INC,"9,228.000","493,790.28"
